speed (km/h),rpm,crank angle,t_cyclist,t_mg1,t_mg2,o_mg1,o_mg2,t_dc
"0,5101733705248305","1,518259717909704","0,07771584767832371","2,4323574117804223","0,08797638083403728","4,864714823560845","2,1556923064595916","0,4386097961800874","3,800000000000002"
"0,5703662701257909","1,700577901749435","0,09551579657593504","2,626764577183764","0,09500792921486134","5,253529154367528","2,4008120105931043","0,4903592542090434","3,900000000000002"
"0,6367466117921801","1,901220900419303","0,11541587574062388","2,8455895561996205","0,10292264996957465","5,691179112399241","2,6723332264132846","0,5474282229376698","4,000000000000002"
"0,7101011529722197","2,1224887059739337","0,13763196502605304","3,0922600644928386","0,11184452077401574","6,184520128985677","2,9737000572555767","0,6104930989478831","4,100000000000001"
"0,7913244157979585","2,3670038432407323","0,1624073942532538","3,370594875503886","0,12191166354435146","6,741189751007772","3,3088066650606627","0,6803229270246213","4,200000000000001"
"0,881429209923952","2,6377480526598616","0,19001670312044455","3,684787364160096","0,1332757492265538","7,369574728320192","3,682026201535465","0,7577884469238557","4,300000000000001"
"0,9815554064012554","2,9380973664131735","0,22076976825469125","4,039344425079514","0,14609978851772498","8,078688850159027","4,098221936526251","0,8438696365085245","4,4"
"1,0929749236088548","3,271851354670851","0,25501623638403104","4,4389535098500055","0,16055332271308673","8,877907019700011","4,562726629526946","0,9396599982881588","4,5"
"1,2170897566967889","3,6432497453628496","0,29315013146874397","4,888237888348298","0,17680357170779235","9,776475776696596","5,081269136568936","1,046364865278026","4,6"
"1,3554182760161615","4,056965855655963","0,33561439307989493","5,391343388458688","0,19500048671010373","10,782686776917377","5,65981752406555","1,1652896213901454","4,699999999999999"
"1,5095628210981311","4,5180609200538715","0,3829049367300988","5,951278881303138","0,21525289613085566","11,902557762606277","6,304295224302187","1,297811841103658","4,799999999999999"
"1,681148765078453","5,031876070327104","0,4355735835582126","6,568909645375609","0,23759209638641512","13,137819290751217","7,0201113702690945","1,4453289015083506","4,899999999999999"
"1,8717218352564402","5,603829216928176","0,49422886397179977","7,241483627749715","0,26191854797031205","14,48296725549943","7,811430446473364","1,6091697060219061","4,999999999999998"
"2,0825870658947703","6,239072784188134","0,5595332388038969","7,96056970147674","0,2879273039073579","15,92113940295348","8,680095315056013","1,7904562277715619","5,099999999999998"
"2,3145706337022816","6,941956886315901","0,6321947015329654","8,709332082609198","0,3150094276436438","17,418664165218395","9,62412327815423","1,989898753139965","5,1999999999999975"
"2,567687631511676","7,7152354456742716","0,712950070942838","9,459203547011175","0,3421316660158889","18,91840709402235","10,635738515016701","2,207510257842151","5,299999999999997"
"2,8407091452565396","8,558958771705587","0,8025366924062804","10,166320113582039","0,36770749465579233","20,332640227164077","11,69901917014596","2,442234211335104","5,399999999999997"
"3,1306474017975003","9,469030484188465","0,9016490344842811","10,768612798966545","0,3894919291333541","21,53722559793309","12,78746402453537","2,691501944528268","5,4999999999999964"
"3,432225223736129","10,435491339325003","1,0108773223329959","11,185231914454713","0,40456070224597734","22,370463828909426","13,862148022735438","2,9507765257884806","5,599999999999996"
"3,7374676224853802","11,440750745787096","1,1306276603891494","11,320833290576877","0,4094652932610827","22,641666581153753","14,871597137834916","3,21320164249577","5,699999999999996"
"4,03563581279625","12,4582254082846","1,2610279057376643","11,077642974099149","0,40066929815198643","22,155285948198298","15,754880908020962","3,4695448715535697","5,799999999999995"
"4,313776057293886","13,4521193759875","1,4018312392461254","10,37715140642021","0,3753330903107034","20,75430281284042","16,44929478221653","3,7086695358281623","5,899999999999995"
"4,558106920534298","14,379253524312954","1,552338885885109","9,189727960195317","0,33238495414847696","18,379455920390633","16,90287474772078","3,918727363848738","5,999999999999995"
"4,756251069426245","15,193689735114328","1,7113712363425506","7,5644921217849035","0,273601501366157","15,128984243569807","17,089666299490887","4,089077228778711","6,099999999999994"
"4,899942596853577","15,854170231420817","1,8773168361548322","5,646197178293541","0,2042183401237996","11,292394356587081","17,022951193914903","4,212612707498175","6,199999999999994"
"4,987467575554632","16,333141989511923","2,0482758333590536","3,6659269979803546","0,13259358518698372","7,331853995960709","16,76046247316536","4,287860290548705","6,299999999999994"
"5,024989134493728","16,62489191851544","2,2222885770701546","1,9018074233933684","0,06878682110742293","3,803614846786737","16,397852823699907","4,3201185860016915","6,399999999999993"
"5,026235476025473","16,749963781645757","2,3976104479726406","0,621239051763585","0,02246970907409688","1,24247810352717","16,05190734766609","4,321190099406335","6,499999999999993"
"5,0106551624361","16,754118253418245","2,572975803731169","0,02673340966104726","0,0009669255915852801","0,05346681932209452","15,839871423225485","4,307795283912875","6,5999999999999925"
"5,000685997043153","16,702183874787","2,747797562348565","0,22451136187921147","0,008120392578242085","0,44902272375842295","15,862184507435622","4,299224523748369","6,699999999999992"
"5,0189214771778525","16,668953323477176","2,9222714967854007","1,2207712274692835","0,04415429817136106","2,441542454938567","16,192449573870178","4,314902057479498","6,799999999999992"
"5,085679144779919","16,72973825725951","3,097381667124136","2,9357941160972354","0,10618527522196732","5,871588232194471","16,873549992991947","4,372295423484232","6,8999999999999915"
"5,217018525873009","16,952263815933062","3,274821012485507","5,219776666555279","0,188795058514593","10,439553333110558","17,915661200931325","4,485211429100905","6,999999999999991"
"5,422893311713309","17,39006175291003","3,4568427888532165","7,857555805532171","0,2842013754328153","15,715111611064343","19,291648820320514","4,662207530961612","7,099999999999991"
"5,705023038209086","18,076311039044363","3,646047536498894","10,558680927527162","0,38189886481578966","21,117361855054323","20,927570881831702","4,904762060429422","7,19999999999999"
"6,044481875465225","19,016743460696954","3,845095790302009","12,94221008649077","0,46810916762837024","25,0","22,563878585108917","5,196603971478751","7,29999999999999"
"6,393209723890401","20,148272918217415","4,055987762936991","14,540510857691448","0,5259184010302828","25,0","23,76616211174694","5,496414701236632","7,39999999999999"
"6,7435897690108835","21,31069907963467","4,279046850203527","14,878137517107328","0,5381300815278266","25,0","24,900243849884074","5,797645869021358","7,499999999999989"
"7,086148055339544","22,47863256336961","4,514330697244317","13,645261434947997","0,49353796064957456","25,0","25,917975605894167","6,0921524599707215","7,599999999999989"
"7,375454417037166","23,62049351779848","4,761566402895113","10,876581097524047","0,3933970543036493","21,753162195048095","26,32753357675274","6,340876936137045","7,699999999999989"
"7,55760955009297","24,584848056790555","5,01889600750554","7,103489803539892","0,2569274240620283","14,206979607079784","25,875216435096103","6,49748061323719","7,799999999999988"
"7,632744837849619","25,19203183364323","5,282581004708284","3,3305154510347346","0,12046202349818481","6,661030902069469","25,082641479799797","6,5620764450717175","7,899999999999988"
"7,6333279646737635","25,44248279283206","5,548887472100857","0,6998563963753985","0,025313234214042073","1,399712792750797","24,36534737277707","6,562577774918123","7,999999999999988"
"7,615520447077404","25,444426548912546","5,815214284788325","0,050078353295295176","0,001811293134681012","0,10015670659059035","24,131117160875288","6,547268172115103","8,099999999999987"
"7,642618131505523","25,385068156924678","6,0809197931868555","1,635896124040924","0,059169026606251895","3,271792248081848","24,650762715368888","6,5705647817200745","8,199999999999987"
"7,767929620506344","25,475393771685074","6,347570739795083","5,107410436738432","0,18473086376287848","10,214820873476864","25,998063883253245","6,6782984460489905","8,299999999999986"
"8,02113084423456","25,893098735021148","6,61859380425455","9,632170907360042","0,34838775415993","19,264341814720083","28,039754812663244","6,895982362043537","8,399999999999986"
"8,36429845014577","26,7371028141152","6,898451059409894","14,020789158662774","0,507120491685212","25,0","30,002728059514943","7,191012801459618","8,499999999999986"
"8,724087051758064","27,88099483381923","7,190281432335479","16,864594489286947","0,6099786076730785","25,0","31,311228712334717","7,500332758827731","8,599999999999985"
"9,08375900398246","29,08029017252688","7,494664829571318","16,934608397289125","0,6125109535381421","25,0","32,4579002049845","7,809552429573283","8,699999999999985"
"9,424184806348292","30,27919667994153","7,811597181220265","13,829453180899788","0,5002000256527928","25,0","33,35862322427328","8,102225666587822","8,799999999999985"
"9,641771936355145","31,413949354494306","8,140406989113757","8,461834978183031","0,30605765953223785","16,923669956366062","32,868051501478384","8,289291186384627","8,899999999999984"
"9,705878212452697","32,139239787850485","8,476808411973188","3,051647328963028","0,11037559130239366","6,103294657926056","31,592102029328842","8,34440507965602","8,999999999999984"
"9,687285664413999","32,352927374842324","8,815446502805663","0,1334442656724937","0,004826570092069002","0,2668885313449874","30,735028460993536","8,328420565024587","9,099999999999984"
"9,697388291297887","32,29095221471333","9,153435899637067","1,1462300468115871","0,04145820455222469","2,2924600936231743","31,044071513977595","8,33710606562974","9,199999999999983"
"9,838269427605425","32,324627637659624","9,49177777712045","5,767696057549518","0,2086128553461774","11,535392115099036","32,75518904249848","8,458225375361451","9,299999999999983"
"10,159545183343944","32,79423142535142","9,835034997449604","12,150175641312517","0,4394619286801792","24,300351282625034","35,520601236569256","8,734434801182935","9,399999999999983"
"10,520391186080117","33,86515061114648","10,189501528896475","17,523856360805052","0,6338235710806489","25,0","37,053852431269675","9,044663834794969","9,499999999999982"
"10,889846055955642","35,067970620267054","10,55655797737881","19,0629667412506","0,6894919363956725","25,0","38,31591272769822","9,362294143501876","9,599999999999982"
"11,237206094549768","36,29948685318548","10,936504706271103","15,506308756645975","0,5608505221715351","25,0","39,2112851744738","9,660928930284543","9,699999999999982"
"11,450027177023411","37,45735364849922","11,328570826909944","8,40924682169297","0,30415558886600996","16,81849364338594","38,5926390490561","9,843896950568634","9,799999999999981"
"11,478121694255334","38,16675725674471","11,72806227511629","1,897141058148655","0,06861804248800979","3,79428211629731","36,90036114194256","9,868050564200397","9,89999999999998"
"11,456578947475917","38,26040564751778","12,12853394102886","0,14527503885735674","0,0052544794947874","0,2905500777147135","36,35279563599094","9,849529684201586","9,89999999999998"
"11,552988459907532","38,18859649158639","12,528253980506294","4,311411936592511","0,1559402481843478","8,622823873185022","37,79826759857428","9,932415540344863","9,89999999999998"
"11,864774043782868","38,509961533025105","12,931337747872469","11,928257604785783","0,43143533456170746","23,856515209571565","40,870837199163944","10,200466009648602","9,89999999999998"
"12,227659680220524","39,54924681260956","13,345299714260053","18,408891971859173","0,6658345862351978","25,0","42,52181768723002","10,512448571323398","9,89999999999998"
"12,595188593940266","40,758865600735085","13,771922760502946","19,30762800643494","0,6983411345180155","25,0","43,739478408375625","10,828423083617272","9,89999999999998"
"12,927138857455276","41,98396197980089","14,211368890545522","13,527893179270738","0,4892928467081447","25,0","44,455605271173546","11,113809671459881","9,89999999999998"
"13,037693189557993","43,090462858184246","14,662396765282136","4,922058303401069","0,17802682849572876","9,844116606802139","42,67275085248907","11,208856210287488","9,89999999999998"
"13,011211363137468","43,45897729852664","15,117281880665814","0,08896794605806313","0,00321789793988254","0,17793589211612626","41,26634472095423","11,18608907040946","9,89999999999998"
"13,06204407842763","43,37070454379156","15,57124304512568","2,818627463077729","0,10194745308399931","5,637254926155458","42,1743655672004","11,229791325722712","9,89999999999998"
"13,345168152301962","43,5401469280921","16,02697776302202","11,030388414223243","0,3989601393188097","22,060776828446485","45,31864013222287","11,473200722430244","9,89999999999998"
"13,705131953005205","44,48389384100654","16,492590679855837","18,46601087424302","0,6679005302796895","25,0","47,20858984349685","11,782671303178587","9,89999999999998"
"14,066817953744684","45,683773176684014","16,97076273369619","18,89378617454576","0,6833728134846819","25,0","48,37942678733096","12,093622505712615","9,89999999999998"
"14,35965334289623","46,88939317914894","17,461554012102344","11,457797192591215","0,4144191657247964","22,91559438518243","48,64977656938412","12,34538098189091","9,89999999999998"
"14,398284643667754","47,86551114298744","17,962562317235992","2,5016167571929526","0,09048143478656018","5,003233514385905","46,320920633567276","12,378593352305577","9,89999999999998"
"14,37677007310921","47,99428214555918","18,46491846845356","0,37988821521481553","0,013740246451543436","0,7597764304296311","45,67207551469979","12,36009669616322","9,89999999999998"
"14,544715982103018","47,92256691036403","18,96652397630434","7,072273289407084","0,2557983482435001","14,144546578814168","48,03562886702905","12,504484320388439","9,89999999999998"
"14,889723258426228","48,48238660701006","19,473989116919917","16,467023714232493","0,5955987974752541","25,0","50,84462019372837","12,801096374038162","9,89999999999998"
"15,25278706733156","49,63241086142076","19,993491561406408","19,615283782955075","0,709468792661444","25,0","52,17742046103498","13,113232115385296","9,89999999999998"
"15,575172460122536","50,50557413466312","20,522133405873927","13,014551583216216","0,4707257004763794","25,0","53,789216890139556","13,390395526086296","9,89999999999998"
"15,628867966120504","51,150344920245075","21,05752406615413","3,146382590840177","0,11380208834470773","6,292765181680354","52,612634283745216","13,436558999725321","9,89999999999998"
"15,602286669014664","51,257735932241005","21,594038788156897","0,3151035051788747","0,011397036405708641","0,6302070103577494","51,96061628537866","13,413706342218322","9,89999999999998"
"15,77884115280965","51,20457333802933","22,12999705728605","7,490032042433514","0,2709083411150262","14,980064084867028","54,38099329371842","13,565494990207409","9,89999999999998"
"16,12515463408652","51,557682305619295","22,669651317978968","17,228239287350014","0,6231313429938699","25,0","57,80495329529176","13,863230023458955","9,89999999999998"
"16,482233167055863","52,25030926817304","23,216555305088935","19,177810130399486","0,6936457279770826","25,0","60,38457922209844","14,170220061776423","9,89999999999998"
"16,75406200249336","52,96446633411173","23,770934374208082","10,94369330344939","0,3958244479747046","21,88738660689878","61,80750059388824","14,403918637584994","9,89999999999998"
"16,757619239411454","53,50812400498672","24,331003908168277","1,4926547452588352","0,05398810293529295","2,9853094905176705","60,27987591150349","14,406976890033576","9,89999999999998"
"16,76231734513574","53,51523847882291","24,891147909326115","1,5333341725655243","0,05545944459401086","3,0666683451310486","60,3195995761725","14,41101597814208","9,89999999999998"
"17,035581603313283","53,52463469027148","25,451390260629186","11,023199266821111","0,39870011372937164","22,046398533642222","63,800455732809596","14,645948625565943","9,89999999999998"
"17,39064064019335","54,071163206626565","26,017353125912948","19,2812005223564","0,6973852740048696","25,0","66,77695054243365","14,951202448668584","9,89999999999998"
"17,728749902459732","54,7812812803867","26,590748797074756","16,642254729083103","0,6019367601536697","25,0","69,06243968425157","15,2418840937272","9,89999999999998"
"17,85516872225747","55,457499804919465","27,17122244753285","5,937693985666142","0,2147615415518112","11,875387971332284","68,72844078038621","15,35056976018559","9,89999999999998"
"17,813153997862106","55,71033744451494","27,754342549564587","0,00025766903247470503","9,319678440488566e-06","0,0005153380649494101","67,45738714746454","15,314448569295804","9,89999999999998"
"17,942572667207376","55,62630799572421","28,336583115355833","6,052963801589674","0,21893075664135475","12,105927603179348","69,3619806346107","15,425713287258308","9,89999999999998"
"18,279909260704855","55,88514533441475","28,92153293157115","16,797417700517833","0,6075488780933153","25,0","72,94351191881279","15,715730648152324","9,89999999999998"
"18,629905945767415","56,55981852140971","29,513544552034745","19,078920617949848","0,6900689750847542","25,0","75,48418058967498","16,016632230963424","9,89999999999998"
"18,86226203649839","57,25981189153483","30,11288300310344","9,78212534248577","0,35381148359561254","19,56425068497154","76,44135632965934","16,216395024328886","9,89999999999998"
"18,83403802457614","57,72452407299678","30,717085596575497","0,6018553742058399","0,021768617289425262","1,2037107484116798","74,73419813238905","16,192130080621876","9,89999999999998"
"18,88556478224772","57,66807604915228","31,320697348581973","3,416438659557214","0,12356979576834758","6,832877319114428","75,55903120389416","16,236429022875374","9,89999999999998"
"19,206673241990085","57,77112956449544","31,925387761733546","14,605632866866552","0,5282738109104751","25,0","79,38305556526234","16,512494619820217","9,89999999999998"
"19,557323674332093","58,41334648398017","32,536800259381366","19,692716397515643","0,7122694670831234","25,0","82,02604195295073","16,81395824678642","9,89999999999998"
"19,84171477901422","59,114647348664185","33,155553273179834","11,730197180594256","0,42427165079449736","23,460394361188513","83,64743684190825","17,05845694402681","9,89999999999998"
"19,828430071173113","59,68342955802844","33,78025973036372","1,246914674886805","0,0450998853104793","2,49382934977361","81,83089468561909","17,047035722663356","9,89999999999998"
"19,853469735653018","59,656860142346225","34,40468808547366","2,5994189884437935","0,09401886160601941","5,198837976887587","82,22923225472603","17,06856299705373","9,89999999999998"
"20,16730772705577","59,706939471306036","35,02964062091982","13,942649926246139","0,5042942594728441","25,0","86,11322350056098","17,33837797642265","9,89999999999998"
"20,514914924680916","60,33461545411154","35,66116304087801","19,736980514098324","0,713870464024979","25,0","88,75922217974737","17,637225252485397","9,89999999999998"
"20,794396588659396","61,02982984936183","36,299962269911276","11,675366023971671","0,422288452645559","23,350732047943342","90,33520543540361","17,877503171239894","9,89999999999998"
"20,771783901261596","61,58879317731879","36,944612168098274","1,037013730814687","0,03750793961052736","2,074027461629374","88,42732959031318","17,85806243445579","9,89999999999998"
"20,81028794293454","61,54356780252319","37,58878869228728","3,193574841424583","0,11550899350170521","6,387149682849166","89,05250546598114","17,89116539679368","9,89999999999998"
"21,127315534161983","61,62057588586908","38,23377126008467","15,038433606814396","0,5439278601626505","25,0","92,89951428608352","18,163722561093902","9,89999999999998"
"21,469543235731408","62,25463106832397","38,88539048347682","19,419460903054826","0,7023860390436227","25,0","95,45799256551507","18,45794493941625","9,89999999999998"
"21,688286843787033","62,939086471462815","39,54417390157362","9,653191963507513","0,34914806859078085","19,306383927015027","96,2853824885243","18,646004714559503","9,89999999999998"
"21,63970269182986","63,376573687574066","40,207536498361456","0,23675747191553947","0,008563324375630739","0,47351494383107895","94,39563598477194","18,604235609744023","9,89999999999998"
"21,739086071651542","63,27940538365972","40,86988203451222","5,458457937622339","0,19742796513417465","10,916915875244678","95,95267200406411","18,689678179830413","9,89999999999998"
"22,067022597268917","63,478172143303084","41,53430806233617","17,4258993212574","0,6302805449715415","25,0","99,58736754970617","18,971614049029295","9,89999999999998"
"22,39636190077336","64,13404519453783","42,2055991133874","17,867894658323554","0,6462671552913373","25,0","101,9172514419957","19,25475592418357","9,89999999999998"
"22,50403609268757","64,79272380154671","42,88378455341819","5,8544169102159325","0,2117494777535104","11,708833820431865","101,39337591484052","19,34732632886926","9,89999999999998"
"22,451813944634672","65,00807218537514","43,56422404498251","0,21966900237478068","0,007945248390207113","0,43933800474956136","100,09977396866503","19,30242954076367","9,89999999999998"
"22,673472792335865","64,90362788926934","44,24357031809949","9,889580846779506","0,3576980614162378","19,77916169355901","103,24758532774305","19,492995625998027","9,89999999999998"
"23,010830849771132","65,34694558467173","44,92755679753425","19,59496322260182","0,7087338145913048","25,0","106,29552444860205","19,783031440017822","9,89999999999998"
"23,31129092534779","66,02166169954226","45,61860553054336","13,687428018355599","0,495063091529753","25,0","108,20013941431421","20,04134506460658","9,89999999999998"
"23,29371568318829","66,62258185069558","46,31594409477459","1,5582096279870048","0,05635916949832844","3,1164192559740096","106,23551325165585","20,026235155256618","9,89999999999998"
"23,32222726863558","66,58743136637658","47,01291473888646","3,1840854991443606","0,1151657717423264","6,368170998288721","106,70325458880345","20,050747333673424","9,89999999999998"
"23,63466765302908","66,64445453727116","47,71048224452807","15,888082908189897","0,5746589813996691","25,0","110,5492091785926","20,319360752629972","9,89999999999998"
"23,962438550126027","67,26933530605817","48,41459037717659","18,64900555718893","0,6745192984917465","25,0","112,94864711747387","20,601154226526038","9,89999999999998"
"24,08530742540666","67,92487710025205","49,125560065784924","6,615758434423401","0,23928657882017268","13,231516868846802","112,62891195817917","20,70678791000951","9,89999999999998"
"24,025701749354745","68,17061485081332","49,839101891428385","0,1865485032379866","0,006747306989260139","0,3730970064759732","111,15257969760668","20,655543303891765","9,89999999999998"
"24,254762510118805","68,05140349870949","50,55139593184938","10,377273845012718","0,3753375188145865","20,754547690025436","114,43814798519143","20,85247301327316","9,89999999999998"
"24,58662871171411","68,50952502023762","51,26848513023621","19,76135206397593","0,7147519630773648","25,0","117,37274425345754","21,137787330817865","9,89999999999998"
"24,858508678132946","69,17325742342823","51,99252161568723","11,974529448068177","0,43310894933838007","23,949058896136354","118,94224595513262","21,37152986530911","9,89999999999998"
"24,80475268776639","69,7170173562659","52,722249636355265","0,5102380300996743","0,018454892786171753","1,0204760601993486","116,67856301918431","21,325314391628314","9,89999999999998"
"24,8986379215245","69,60950537553278","53,45085232912097","5,718663210008435","0,20683937730065696","11,43732642001687","118,1949497940094","21,406030057364852","9,89999999999998"
"25,21931492123568","69,797275843049","54,18142041537016","18,362142377610443","0,6641436915962998","25,0","121,76827286928089","21,681724716492724","9,89999999999998"
"25,52377041055959","70,0","54,91411041537016","15,900175095371063","0,5750963459331108","25,0","125,09007675791327","21,943473305959273","9,89999999999998"
"25,529071308041388","70,0","55,64680041537016","2,7005487934987897","0,09767664405201197","5,4010975869975795","125,15812737732013","21,948030630387382","9,89999999999998"
"25,52541100984183","70,0","56,37949041537016","2,38475520569725","0,08625464792150117","4,7695104113945","125,11113805889826","21,944883773377548","9,89999999999998"
"25,826207138985573","70,0","57,112180415370155","15,517925151067937","0,5612706776695039","25,0","128,97262811293214","22,203486312274816","9,89999999999998"
"26,144183457442924","70,0","57,84487041537015","18,59749437459892","0,672656181091811","25,0","133,05466997509507","22,476859122943466","9,89999999999998"
"26,243240808282135","70,0","58,57756041537015","6,1123963283920215","0,22108038259129495","12,224792656784043","134,3263252192414","22,56202139712691","9,89999999999998"
"26,18032696261744","70,0","59,31025041537015","0,4054332667143749","0,014664190099078904","0,8108665334287498","133,51866459546008","22,5079326684355","9,89999999999998"
"26,43706196792622","70,0","60,04294041537015","11,689544382158807","0,42280127228030173","23,379088764317615","136,8145170798131","22,72865467169282","9,89999999999998"
"26,75930754172905","70,0","60,775630415370145","19,77116272519312","0,7151068066802403","25,0","140,95136578773446","23,005697876241488","9,89999999999998"
